ID	adj.P.Val	P.Value	t	B	logFC	miRNA_ID	SPOT_ID	SPOT_ID.1
A_25_P00017544	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5187-3p		
A_25_P00017546	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5004-3p		
A_25_P00017548	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5006-3p		
A_25_P00017550	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5196-3p		
A_25_P00017552	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5010-3p		
A_25_P00017554	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548au-3p		
A_25_P00017556	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5695		
A_25_P00017558	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4749-3p		
A_25_P00017561	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5684		
A_25_P00017563	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5586-3p		
A_25_P00017565	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5683		
A_25_P00017567	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4524b-5p		
A_25_P00017569	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4482-3p		
A_25_P00017573	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5011-5p		
A_25_P00017575	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5693		
A_25_P00017577	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5579-3p		
A_25_P00017579	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5587-3p		
A_25_P00017581	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5092		
A_25_P00017583	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5089-5p		
A_25_P00017586	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548au-5p		
A_25_P00017588	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ar-5p		
A_25_P00017591	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ar-3p		
A_25_P00017593	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-603		
A_25_P00017595	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-211-3p		
A_25_P00017597	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5680		
A_25_P00017599	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5704		
A_25_P00017601	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5586-5p		
A_25_P00017603	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5707		
A_25_P00017605	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5008-3p		
A_25_P00017607	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5582-5p		
A_25_P00017609	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5699-3p		
A_25_P00017611	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1247-3p		
A_25_P00017613	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5093		
A_25_P00017615	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5588-3p		
A_25_P00017617	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5688		
A_25_P00017619	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5691		
A_25_P00017621	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5581-3p		
A_25_P00017626	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548as-5p		
A_25_P00017628	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-561-5p		
A_25_P00017630	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5696		
A_25_P00017632	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4666b		
A_25_P00017634	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5571-5p		
A_25_P00017636	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1304-3p		
A_25_P00017638	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5708		
A_25_P00017644	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5692c		
A_25_P00017646	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5580-3p		
A_25_P00017648	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5579-5p		
A_25_P00017652	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-664b-5p		
A_25_P00017654	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4524b-3p		
A_25_P00017656	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5197-5p		
A_25_P00017658	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4999-5p		
A_25_P00017660	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5000-3p		
A_25_P00017662	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5187-5p		
A_25_P00017664	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-873-3p		
A_25_P00017666	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-659-5p		
A_25_P00017668	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5004-5p		
A_25_P00017670	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5003-5p		
A_25_P00017673	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5689		
A_25_P00017675	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5584-5p		
A_25_P00017677	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5581-5p		
A_25_P00017679	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-513c-3p		
A_25_P00017684	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-652-5p		
A_25_P00017686	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3184-3p		
A_25_P00017688	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ao-5p		
A_25_P00017690	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ao-3p		
A_25_P00017692	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1271-3p		
A_25_P00017694	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3529-3p		
A_25_P00017696	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3191-5p		
A_25_P00017698	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1306-5p		
A_25_P00017700	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1255b-2-3p		
A_25_P00017703	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ax		
A_25_P00017705	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5190		
A_25_P00017707	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5591-3p		
A_25_P00017709	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5589-3p		
A_25_P00017711	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3190-5p		
A_25_P00017713	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-664b-3p		
A_25_P00017715	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-550b-2-5p		
A_25_P00017717	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5011-3p		
A_25_P00017719	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-506-5p		
A_25_P00017723	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-181b-3p		
A_25_P00017727	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5590-3p		
A_25_P00017729	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1295b-3p		
A_25_P00017731	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5009-3p		
A_25_P00017733	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-376b-5p		
A_25_P00017735	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6509-3p		
A_25_P00017737	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-376c-5p		
A_25_P00017739	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6507-5p		
A_25_P00017742	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3927-5p		
A_25_P00017744	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6501-5p		
A_25_P00017746	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-376a-2-5p		
A_25_P00017748	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6506-5p		
A_25_P00017752	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6499-5p		
A_25_P00017756	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6501-3p		
A_25_P00017758	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3617-3p		
A_25_P00017760	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6504-3p		
A_25_P00017762	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6513-5p		
A_25_P00017764	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6508-3p		
A_25_P00017766	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-216a-3p		
A_25_P00017769	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6502-3p		
A_25_P00017771	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-381-5p		
A_25_P00017777	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6131		
A_25_P00017779	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6079		
A_25_P00017781	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6719-3p		
A_25_P00017785	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1178-5p		
A_25_P00017787	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6078		
A_25_P00017789	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6715b-3p		
A_25_P00017791	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6715a-3p		
A_25_P00017797	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6074		
A_25_P00017809	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6084		
A_25_P00017811	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6512-3p		
A_25_P00017815	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-503-3p		
A_25_P00017819	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6511a-5p		
A_25_P00017821	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-495-5p		
A_25_P00017825	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1237-5p		
A_25_P00017831	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6080		
A_25_P00017833	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6072		
A_25_P00017835	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3606-3p		
A_25_P00017837	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6513-3p		
A_25_P00017839	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6070		
A_25_P00017843	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6721-5p		
A_25_P00017845	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6086		
A_25_P00017847	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6510-3p		
A_25_P00017849	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6504-5p		
A_25_P00017851	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4743-3p		
A_25_P00017853	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6514-3p		
A_25_P00017855	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-939-3p		
A_25_P00017859	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6505-3p		
A_25_P00017861	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1292-3p		
A_25_P00017863	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6077		
A_25_P00017867	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6515-5p		
A_25_P00017871	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ay-5p		
A_25_P00017873	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548az-3p		
A_25_P00017877	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6511a-3p		
A_25_P00017879	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6500-3p		
A_25_P00017881	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6722-5p		
A_25_P00017883	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6514-5p		
A_25_P00017889	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6071		
A_25_P00017895	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6505-5p		
A_25_P00017897	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6500-5p		
A_25_P00017899	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6503-3p		
A_25_P00017901	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6082		
A_25_P00017903	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3620-5p		
A_25_P00017905	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6716-5p		
A_25_P00017907	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6081		
A_25_P00017911	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-98-3p		
A_25_P00017915	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6502-5p		
A_25_P00017917	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6508-5p		
A_25_P00017919	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6073		
A_25_P00017921	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6506-3p		
A_25_P00017923	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-758-5p		
A_25_P00017930	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6129		
A_25_P00017932	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-5089-3p		
A_25_P00017934	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6718-5p		
A_25_P00017937	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-892c-3p		
A_25_P00017939	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3934-3p		
A_25_P00017941	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1236-5p		
A_25_P00017952	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6720-3p		
A_25_P00017959	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6503-5p		
A_25_P00017964	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-892c-5p		
A_25_P00017966	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ay-3p		
A_25_P00017968	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6132		
A_25_P00017970	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6511b-3p		
A_25_P00017972	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6715b-5p		
A_25_P00017974	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1233-5p		
A_25_P00017976	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6511b-5p		
A_25_P00017980	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6499-3p		
A_25_P00017982	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-378j		
A_25_P00017984	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6128		
A_25_P00017988	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548f-5p		
A_25_P00017990	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1252-3p		
A_25_P00017992	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-520g-5p		
A_25_P00017994	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6862-5p		
A_25_P00017996	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7852-3p		
A_25_P00018003	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8061		
A_25_P00018005	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-519d-5p		
A_25_P00018007	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6742-5p		
A_25_P00018009	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6745		
A_25_P00018016	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6755-5p		
A_25_P00018020	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6822-5p		
A_25_P00018024	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6748-5p		
A_25_P00018026	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6815-5p		
A_25_P00018028	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-95-5p		
A_25_P00018030	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8068		
A_25_P00018032	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6841-5p		
A_25_P00018036	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6762-5p		
A_25_P00018038	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6782-5p		
A_25_P00018042	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6759-5p		
A_25_P00018044	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6795-5p		
A_25_P00018046	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-4433a-5p		
A_25_P00018050	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-208b-5p		
A_25_P00018056	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6837-5p		
A_25_P00018058	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6736-5p		
A_25_P00018060	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7156-3p		
A_25_P00018062	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7161-5p		
A_25_P00018064	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8086		
A_25_P00018066	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6848-5p		
A_25_P00018069	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8054		
A_25_P00018071	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6726-5p		
A_25_P00018073	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6778-5p		
A_25_P00018081	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6781-5p		
A_25_P00018085	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-597-3p		
A_25_P00018089	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-3912-5p		
A_25_P00018095	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7157-3p		
A_25_P00018097	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1273h-5p		
A_25_P00018099	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6857-5p		
A_25_P00018101	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-942-3p		
A_25_P00018103	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1537-5p		
A_25_P00018105	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-520f-5p		
A_25_P00018107	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6813-5p		
A_25_P00018109	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-372-5p		
A_25_P00018111	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6866-5p		
A_25_P00018113	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-494-5p		
A_25_P00018115	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6862-3p		
A_25_P00018120	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-548ba		
A_25_P00018125	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6750-5p		
A_25_P00018127	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7109-5p		
A_25_P00018130	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8065		
A_25_P00018134	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6886-5p		
A_25_P00018136	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8080		
A_25_P00018138	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-153-5p		
A_25_P00018140	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-190a-3p		
A_25_P00018142	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6838-5p		
A_25_P00018144	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6786-3p		
A_25_P00018148	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7849-3p		
A_25_P00018150	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6744-5p		
A_25_P00018154	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6769a-5p		
A_25_P00018156	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6884-3p		
A_25_P00018164	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-152-5p		
A_25_P00018166	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6790-3p		
A_25_P00018168	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-627-3p		
A_25_P00018170	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6850-3p		
A_25_P00018172	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6811-5p		
A_25_P00018175	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6881-3p		
A_25_P00018177	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8083		
A_25_P00018179	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-450a-1-3p		
A_25_P00018181	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-1287-3p		
A_25_P00018183	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7154-3p		
A_25_P00018185	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6773-5p		
A_25_P00018187	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-580-5p		
A_25_P00018189	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6840-5p		
A_25_P00018191	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6888-5p		
A_25_P00018193	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6792-3p		
A_25_P00018195	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8056		
A_25_P00018197	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6836-5p		
A_25_P00018201	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6875-3p		
A_25_P00018203	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7111-5p		
A_25_P00018205	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-412-5p		
A_25_P00018207	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6889-5p		
A_25_P00018209	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6873-5p		
A_25_P00018211	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-133a-5p		
A_25_P00018215	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6764-5p		
A_25_P00018226	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6863		
A_25_P00018228	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7705		
A_25_P00018230	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-500b-3p		
A_25_P00018232	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8075		
A_25_P00018234	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-8082		
A_25_P00018238	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7162-5p		
A_25_P00018240	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6768-5p		
A_25_P00018242	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-7112-5p		
A_25_P00018244	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-210-5p		
A_25_P00018246	0.0029377	2.52E-03	-3.2226	-1.65862	-2.1428	hsa-miR-6774-5p		
